"Mid","Aid"
"5538","96688"
"5538","74826"
"5299","38438"
"4829","95916"
"8249","55105"
"8249","61135"
"8249","13989"
"8249","98826"
"8249","53398"
"8249","50088"
"2336","44372"
"2336","80162"
"2336","50410"
"2336","76724"
"2363","76724"
"9462","76724"
"7872","19017"
"5583","19017"
"5863","19017"
"7225","19017"
"9159","19017"
"4115","19017"
"1941","19017"
"4322","19017"
"3316","19017"
"2704","19017"
"7370","19017"
"9170","19017"
"7226","19017"
"9437","19017"
"5492","19017"
"6695","19017"
"3473","19017"
"4692","19017"
"5044","19017"
"6595","19017"
"8285","19017"
"3181","19017"
"6602","19017"
"3037","19017"
"1503","19017"
"1617","19017"
"6935","19017"
"3349","19017"
"9457","19017"
"8906","19017"
"3011","19017"
"2704","16144"
"4101","16144"
"4103","16144"
"6465","16144"
"8325","16144"
"2704","81830"
"5934","40192"
"9291","40192"
"2704","40192"
"7370","40192"
"9126","40192"
"4493","40192"
"1742","40192"
"9586","40192"
"2704","41783"
"9985","64976"
"9985","84289"
"9985","56037"
"9985","53563"
"9985","96319"
"9985","24463"
"9985","26677"
"9985","83188"
"9152","42863"
"3267","54478"
"7737","54478"
"7639","54478"
"3267","85262"
"3267","33253"
"3267","45559"
"3267","90545"
"3267","67383"
"2541","67383"
"6250","67383"
"3267","35364"
"3267","88314"
"2947","88314"
"6923","88314"
"3267","91407"
"3267","49739"
"5537","59904"
"8402","86467"
"8402","46889"
"6548","86198"
"3795","87039"
"3795","88696"
"3795","25174"
"3795","42193"
"5910","42193"
"8333","30117"
"8333","23075"
"7098","23075"
"8333","64693"
"8333","89068"
"3804","89068"
"1934","15680"
"3971","15680"
"8153","15680"
"9799","15680"
"7175","15680"
"3834","15680"
"9015","15680"
"1934","55439"
"1934","72529"
"1934","92834"
"2753","92834"
"1934","51886"
"1934","94354"
"1934","89221"
"7370","44515"
"5476","44515"
"6681","44515"
"1742","44515"
"8768","44515"
"7370","20457"
"3192","54620"
"3192","34283"
"3192","39090"
"3192","61718"
"3192","53798"
"3192","20829"
"3192","15563"
"3192","52447"
"8180","86907"
"6978","86907"
"8225","86907"
"8180","53826"
"2272","53826"
"6876","53826"
"8180","55310"
"8180","25543"
"4815","13394"
"4815","88981"
"9871","88981"
"4815","44790"
"7737","44790"
"5585","44790"
"7559","44790"
"3428","44790"
"4094","44790"
"6695","44790"
"8299","44790"
"1759","44790"
"4815","86126"
"4815","33732"
"4815","73961"
"7659","34265"
"7659","10090"
"5226","10090"
"7659","82753"
"7659","41499"
"7659","75498"
"7659","63503"
"7659","52585"
"7659","30037"
"3351","76391"
"5815","76391"
"9657","76391"
"5795","76391"
"3351","89945"
"3351","55687"
"3351","39970"
"3351","75087"
"2337","82781"
"2337","85180"
"4697","85180"
"4711","98354"
"5204","98354"
"1859","98354"
"5504","98354"
"9441","45755"
"9441","47642"
"9441","94234"
"5973","83381"
"5973","20454"
"3067","20454"
"5909","20454"
"8096","20454"
"5973","54967"
"5847","54967"
"9709","54967"
"6202","89520"
"7751","89520"
"3189","89520"
"1586","33364"
"6132","33364"
"3713","33364"
"6202","33364"
"2444","33364"
"6272","33364"
"1553","33364"
"4538","33364"
"5288","33364"
"3373","33364"
"7048","33364"
"2699","33364"
"4031","33364"
"6507","33364"
"7896","33364"
"6202","59810"
"1723","59810"
"3221","59810"
"6202","23341"
"6896","23341"
"5744","23341"
"6202","89205"
"9342","89205"
"5617","89205"
"6202","97686"
"2154","97686"
"6895","88858"
"7542","88858"
"6153","88858"
"7318","88858"
"6822","88858"
"6895","96262"
"6148","87177"
"9172","87177"
"2591","87177"
"2276","87177"
"5094","87177"
"6148","87451"
"6148","72988"
"6148","60012"
"9277","42278"
"1897","42278"
"8166","42278"
"7789","42278"
"9277","28473"
"9277","73463"
"9277","91162"
"5476","34848"
"4379","34848"
"4080","34848"
"9058","34848"
"5204","34848"
"5625","34848"
"5476","49651"
"5476","87787"
"5476","34693"
"5476","69063"
"5476","82580"
"5752","22420"
"8083","22420"
"5377","22420"
"6755","22420"
"4466","22420"
"4142","22420"
"5377","47966"
"8796","47966"
"5264","47966"
"9370","47966"
"4240","47966"
"3921","47966"
"5377","86669"
"5377","49189"
"5377","84214"
"9173","84214"
"5377","33696"
"7153","58765"
"2893","58765"
"5352","58765"
"2178","58765"
"7153","83525"
"7153","80689"
"2893","80689"
"9729","80689"
"2055","21188"
"2055","33614"
"4821","39041"
"4502","52674"
"8182","52674"
"4502","39184"
"4502","92008"
"4502","86681"
"4502","52323"
"4502","98751"
"4502","20672"
"4502","83258"
"5845","88180"
"5845","64748"
"9216","64748"
"5850","64748"
"5845","19486"
"5845","68468"
"5845","61850"
"5845","34882"
"9170","14717"
"8443","14717"
"7383","14717"
"9170","11558"
"8843","11558"
"6761","11558"
"3432","11558"
"9170","91323"
"9170","51012"
"6695","51012"
"9170","25557"
"9170","76991"
"3934","75463"
"7063","75463"
"3934","44006"
"3934","45776"
"3934","26371"
"3934","49034"
"3934","55810"
"3934","53897"
"3934","33396"
"3934","90094"
"2444","32706"
"1553","32706"
"2444","21612"
"6507","21612"
"4271","38272"
"4271","73794"
"4271","93137"
"4271","36394"
"4080","36394"
"4271","85884"
"4271","82082"
"4271","39149"
"7989","78193"
"4757","78193"
"7989","60522"
"8469","60522"
"7989","37369"
"6325","77253"
"6325","18081"
"1758","18081"
"6325","24043"
"6325","49704"
"7407","39529"
"6046","39529"
"6681","39529"
"2248","68449"
"2248","56946"
"2248","23131"
"9727","88505"
"9727","16833"
"9727","82052"
"8303","82052"
"6923","82052"
"9727","80035"
"1723","31137"
"9173","31137"
"3858","31137"
"1723","15279"
"4148","15279"
"1723","92545"
"9173","92545"
"1723","11315"
"9173","11315"
"1723","77869"
"9173","77869"
"9173","19947"
"5719","17858"
"2276","17858"
"5719","30264"
"5719","67401"
"5719","48281"
"5719","23357"
"4947","71965"
"7766","71965"
"4947","88433"
"4947","98685"
"3057","98685"
"8796","98685"
"8888","53794"
"9512","53912"
"4767","65298"
"3940","65298"
"1807","65298"
"4767","18169"
"4767","53288"
"9695","68147"
"3095","68147"
"5433","68147"
"6914","68147"
"6403","30617"
"6403","19946"
"6403","92172"
"6403","90256"
"6403","66203"
"1550","66203"
"8271","66203"
"6403","63281"
"8303","37604"
"8303","27571"
"8303","16094"
"8303","22365"
"9172","75436"
"9172","79570"
"9172","27309"
"5859","19380"
"5859","56659"
"6425","56659"
"5859","15401"
"4264","52859"
"1540","52859"
"4264","53613"
"3149","53613"
"9084","53613"
"7926","53613"
"4264","22979"
"5068","22979"
"4264","78419"
"8819","78419"
"9939","78419"
"3739","75344"
"6087","94172"
"6087","39839"
"6087","92100"
"6087","41283"
"4728","41283"
"9041","50082"
"9788","50082"
"5539","50082"
"7743","50082"
"9041","34181"
"8314","34181"
"9041","84306"
"9041","82818"
"7817","82818"
"9041","92955"
"9041","20171"
"5220","91613"
"1963","91613"
"5220","57833"
"5220","56149"
"5220","91090"
"2272","91090"
"2361","91090"
"5220","85817"
"2033","69984"
"1590","69984"
"7938","69984"
"4521","51010"
"3922","57321"
"3922","70224"
"3922","21715"
"3922","45914"
"3922","59565"
"3922","95599"
"3922","27744"
"3922","96064"
"3922","22988"
"7764","42937"
"7764","97724"
"7764","83050"
"3845","77060"
"7255","77060"
"8918","77060"
"7077","77060"
"5973","77060"
"7764","77060"
"8820","77060"
"6681","77060"
"3067","77060"
"5224","77060"
"4800","77060"
"4442","77060"
"7764","84979"
"9791","45100"
"4399","45100"
"9791","28516"
"9100","18640"
"4310","18640"
"1789","18640"
"3902","18640"
"9791","18640"
"5618","18640"
"4785","18640"
"9791","79826"
"7921","88854"
"9791","88854"
"2237","88854"
"3025","80619"
"7730","80619"
"3025","21985"
"3025","18572"
"2341","18572"
"3078","18572"
"8750","18572"
"3025","53300"
"6771","53300"
"1535","53300"
"3025","96167"
"4530","96167"
"3760","96167"
"9090","47305"
"9090","65467"
"9090","76941"
"9090","16033"
"9090","91018"
"9090","17553"
"9090","86038"
"7248","26624"
"2361","26624"
"7248","40863"
"7248","73516"
"7248","75070"
"9604","75070"
"7248","42054"
"7248","26104"
"1900","70049"
"1900","65025"
"1900","23729"
"1900","55334"
"8761","19376"
"7182","19376"
"5995","19376"
"6689","19376"
"8761","55193"
"8761","71951"
"2629","71951"
"6689","71951"
"8761","15289"
"4778","16227"
"1648","16227"
"4778","86456"
"4778","45561"
"4778","79284"
"2848","79284"
"2379","79284"
"5925","79284"
"6279","11450"
"6161","11450"
"6279","98414"
"7542","98414"
"3026","98414"
"8983","98414"
"6279","76496"
"6279","52468"
"6279","62221"
"4172","62221"
"1977","62221"
"6279","28530"
"6279","46272"
"6279","66255"
"1787","66255"
"6279","57006"
"8603","81611"
"8603","62059"
"8603","56093"
"8603","51418"
"8603","20161"
"8603","57426"
"5428","82263"
"1782","82263"
"5428","18853"
"5428","16709"
"5968","16709"
"5428","89541"
"6655","89541"
"5428","26792"
"5428","32577"
"1533","51329"
"1662","51329"
"5375","51329"
"2848","51329"
"1533","98552"
"3791","98552"
"1533","16164"
"1533","97649"
"1533","50680"
"4078","50680"
"2888","50680"
"1533","79569"
"1533","54836"
"8836","73062"
"8836","52474"
"8836","76056"
"8836","48369"
"7127","48369"
"5227","51939"
"8930","51939"
"7066","51939"
"5227","10140"
"9893","10140"
"1612","10140"
"7722","10140"
"2104","10140"
"5227","99102"
"8880","99102"
"5227","28935"
"5227","98307"
"7883","98307"
"9869","98307"
"4131","98307"
"9557","98307"
"5227","85466"
"7883","85466"
"9869","85466"
"4131","85466"
"9557","85466"
"5227","80304"
"6917","80304"
"5774","80304"
"5227","13301"
"7066","13301"
"5227","87116"
"7066","87116"
"9747","79470"
"7694","79470"
"9747","22670"
"5941","22670"
"4818","22670"
"9747","17730"
"7592","80016"
"6150","80016"
"4059","80016"
"7592","62951"
"3545","42021"
"4131","42021"
"3545","93346"
"4131","93346"
"3545","15058"
"4356","15058"
"6448","15058"
"5941","15058"
"3284","15058"
"3545","84843"
"9893","84843"
"3545","18048"
"7149","18048"
"3545","67598"
"5389","67598"
"6448","67598"
"6247","67598"
"2535","67598"
"3545","13424"
"7883","13424"
"3545","90974"
"4787","52845"
"9497","52845"
"4787","26287"
"7979","26287"
"4787","52250"
"8143","27479"
"8107","27479"
"8143","33252"
"8143","79171"
"8143","31326"
"4250","41925"
"7695","41925"
"2376","82265"
"2376","36285"
"2376","67617"
"2376","56319"
"2376","11489"
"8197","11489"
"8347","11489"
"2376","32905"
"2376","28601"
"3873","96627"
"3873","92222"
"3873","87186"
"3873","76382"
"3873","69956"
"3873","12809"
"3873","21089"
"9263","53489"
"9263","88603"
"9263","39474"
"9263","21221"
"9263","70355"
"9263","26101"
"5483","33344"
"5483","68094"
"5483","44346"
"5483","46663"
"5483","22959"
"5483","89779"
"5483","59839"
"2801","16654"
"2801","36365"
"2801","56985"
"2801","48164"
"2801","42463"
"2801","67960"
"2801","52392"
"2801","12141"
"5677","94564"
"5677","78360"
"2685","78360"
"4831","78360"
"7849","78360"
"5677","75482"
"8449","75482"
"4327","75482"
"8797","75482"
"5677","89939"
"5677","78979"
"5677","31453"
"5677","10753"
"5677","22067"
"6365","22301"
"6655","59477"
"6655","25935"
"8659","25935"
"6655","39793"
"4658","39793"
"4434","39793"
"1648","39793"
"7680","39793"
"2722","39793"
"6655","17209"
"6655","54978"
"6655","78252"
"6655","78334"
"6655","71150"
"6655","67307"
"6655","79522"
"6655","37873"
"6655","14198"
"6655","46136"
"6655","80543"
"6655","43408"
"6655","71536"
"6655","50993"
"6655","99128"
"6655","66772"
"6655","57611"
"6655","94516"
"6655","37741"
"2354","10716"
"2354","81867"
"2354","88988"
"2354","44203"
"2354","24241"
"8880","24241"
"2354","71394"
"2354","31323"
"2354","49922"
"2354","59151"
"2354","36286"
"6425","45480"
"1854","45480"
"6425","22895"
"6425","15041"
"8379","15041"
"9261","15041"
"3512","15041"
"2698","15041"
"8942","15041"
"6425","86032"
"5079","86877"
"5079","33560"
"7416","33560"
"9293","33560"
"5079","97085"
"5079","20877"
"5079","21919"
"5079","14425"
"5079","90451"
"5079","69507"
"5079","73367"
"7063","36628"
"7063","40248"
"7063","42986"
"7063","97098"
"6187","78521"
"7893","78521"
"4413","78521"
"6187","31424"
"4413","31424"
"6187","92206"
"6187","70581"
"7883","70581"
"6187","55509"
"6187","91485"
"6187","35070"
"6187","70196"
"8880","70196"
"7226","85886"
"3428","85886"
"8975","85886"
"7103","85886"
"6535","85886"
"8823","85886"
"8532","85886"
"6970","85886"
"7226","49708"
"6272","49708"
"9286","49708"
"8927","49354"
"4912","49354"
"8927","78856"
"9988","78856"
"8927","36381"
"8927","20698"
"4912","20698"
"6448","20698"
"4131","20698"
"5432","20698"
"8927","76776"
"8927","35011"
"8930","52056"
"8930","86661"
"8543","86661"
"7066","86661"
"8930","46779"
"8930","80944"
"8930","72881"
"5941","72881"
"7066","72881"
"8930","58900"
"7066","58900"
"8930","95917"
"7066","95917"
"6917","77894"
"3272","77894"
"6917","24414"
"3284","24414"
"6917","90734"
"6917","69567"
"6917","77967"
"3381","58351"
"5539","58351"
"3381","63592"
"3705","56845"
"1567","33120"
"4136","33120"
"1567","58336"
"1567","23589"
"4029","23589"
"1567","99034"
"1567","85945"
"3329","85945"
"6117","44598"
"6510","44598"
"6117","61060"
"6117","75092"
"3326","75092"
"9793","75092"
"6800","75092"
"2205","75092"
"9436","75092"
"2431","75092"
"6117","50553"
"6117","31694"
"1975","31694"
"6117","98064"
"6117","92484"
"6117","12948"
"6117","93427"
"6117","83222"
"6423","82964"
"6423","23125"
"6423","32043"
"6423","99981"
"6423","16926"
"6423","86426"
"9235","81756"
"2297","81756"
"9235","23879"
"9235","73274"
"9235","17508"
"9235","40842"
"9235","13873"
"9235","17009"
"9235","95290"
"6683","54672"
"8788","54672"
"6683","78362"
"4316","78362"
"6683","69095"
"6683","27397"
"6683","58094"
"7286","89659"
"7286","36921"
"7286","73599"
"7286","46921"
"1672","30209"
"2176","30209"
"1890","19477"
"3849","19477"
"1890","47136"
"2004","43970"
"5974","34505"
"8757","34505"
"3856","34505"
"5974","11413"
"5611","11413"
"8717","11413"
"2424","11413"
"4690","11413"
"5974","87189"
"5482","89601"
"5638","89601"
"5482","69409"
"3788","99914"
"1578","99914"
"7517","99914"
"2105","99914"
"8465","99914"
"4943","83305"
"5052","59640"
"5052","34764"
"5052","95301"
"5052","29701"
"5052","19505"
"5052","11416"
"8787","11416"
"8255","11416"
"2434","16361"
"1629","16361"
"6510","16361"
"2434","35552"
"2434","54895"
"2434","58131"
"2434","76301"
"2434","94861"
"2434","89098"
"6657","89098"
"3149","89098"
"2205","89098"
"7553","84681"
"9002","84681"
"7553","14481"
"7553","26704"
"7553","34252"
"2578","34252"
"2901","34252"
"5665","34252"
"4337","34252"
"7553","93765"
"6905","93765"
"7553","48092"
"7553","14778"
"7553","28730"
"2815","21491"
"1831","21491"
"8978","21491"
"6739","65826"
"3595","65826"
"6739","76124"
"6407","76124"
"6739","64045"
"6739","50835"
"6739","88300"
"7780","88300"
"4085","88300"
"6739","64450"
"6739","77615"
"8409","49818"
"9383","49818"
"8409","39982"
"9047","39982"
"8665","39982"
"7093","39982"
"8409","17303"
"9047","17303"
"8665","17303"
"7093","17303"
"9047","29284"
"9047","13218"
"9047","94656"
"9047","68023"
"9047","56585"
"4926","56585"
"8677","92310"
"8677","70942"
"8677","50453"
"3862","50453"
"5435","73273"
"5435","25204"
"5435","40066"
"5435","85746"
"5435","37911"
"5435","25302"
"6656","29878"
"2203","29878"
"6656","94865"
"6205","94865"
"6656","83070"
"6656","78223"
"6656","81616"
"6656","85702"
"6656","20063"
"4377","40055"
"4377","46232"
"4377","74978"
"4377","69544"
"4377","33416"
"4377","42256"
"4377","68265"
"4377","92107"
"4377","67130"
"4377","18890"
"3907","53845"
"9297","53845"
"2577","53845"
"2309","53845"
"3907","77493"
"3907","65388"
"4319","65388"
"8166","65388"
"4333","65388"
"8732","67591"
"9859","67591"
"3907","67591"
"1933","67591"
"7059","67591"
"8787","67591"
"8719","67591"
"9352","67591"
"8551","67591"
"4333","67591"
"8804","67591"
"3907","84987"
"3907","25968"
"3937","98467"
"3937","62354"
"7267","62354"
"3937","26235"
"3937","58007"
"2451","58007"
"5494","58007"
"3937","57250"
"3937","90523"
"3937","84763"
"3937","97211"
"5419","97211"
"1589","76840"
"1848","76840"
"1589","85734"
"1589","47574"
"1589","41129"
"1589","80616"
"1589","61301"
"1589","89366"
"1589","48228"
"8204","77093"
"3397","77093"
"8204","89682"
"8204","45657"
"9005","45657"
"9258","45657"
"4335","61772"
"9229","61772"
"7417","61772"
"1692","61772"
"5167","61772"
"4335","53706"
"4335","68004"
"9177","68004"
"3122","10104"
"9870","10104"
"3122","10339"
"3122","85428"
"6191","85428"
"3122","98756"
"3122","14119"
"3122","26290"
"3013","40359"
"3786","40359"
"3013","34784"
"5158","34784"
"3013","59288"
"3013","39959"
"7479","39959"
"3013","92628"
"3013","59523"
"3013","41958"
"4683","41958"
"5972","25723"
"5099","25723"
"4099","49698"
"4099","23423"
"9381","23423"
"4099","44851"
"4099","86527"
"4099","56515"
"4099","18284"
"4099","61123"
"4099","86026"
"8294","28994"
"8294","39699"
"8294","86226"
"8294","31943"
"9381","31943"
"8294","10832"
"4564","10832"
"8294","57384"
"1659","57384"
"3883","57384"
"3998","44758"
"3998","92539"
"3998","64172"
"3998","80245"
"3998","79497"
"3998","14188"
"3998","29844"
"3998","43721"
"3998","25791"
"3998","17628"
"3188","80872"
"3188","25648"
"3188","30605"
"6600","84539"
"4898","84539"
"5009","73341"
"4356","73341"
"5009","16257"
"8148","16257"
"5009","50073"
"5009","23151"
"5009","28853"
"5009","87426"
"5009","49495"
"5009","42028"
"5009","66541"
"8908","56954"
"8908","50290"
"8908","66484"
"8908","46676"
"8908","18556"
"3453","56241"
"3453","64844"
"6205","64844"
"7497","64844"
"4886","87983"
"6216","87983"
"5168","87983"
"1513","87983"
"4886","43305"
"3721","43305"
"3790","43305"
"4886","60333"
"4886","95136"
"4886","10293"
"5641","91739"
"5843","87837"
"2272","47377"
"4017","47377"
"5023","73226"
"2231","73226"
"3148","73226"
"7408","73226"
"5023","71020"
"5023","40152"
"5023","54865"
"6680","54865"
"5023","46168"
"5023","70471"
"2205","70471"
"7232","70471"
"5023","85976"
"4874","13891"
"4874","36882"
"4874","67311"
"4874","73283"
"4874","28916"
"4874","87722"
"4874","53309"
"5149","82051"
"8875","82051"
"7155","82051"
"5149","83193"
"5149","31402"
"5149","77159"
"5149","90015"
"5149","21896"
"3559","21896"
"5149","33819"
"5149","15947"
"5149","39422"
"5149","66575"
"5149","63983"
"5149","90333"
"5149","84707"
"6900","75763"
"6900","88375"
"6900","70155"
"6900","51612"
"6900","54940"
"6900","47429"
"6900","98008"
"6900","99051"
"6900","57664"
"8378","25994"
"8378","97093"
"8378","34498"
"8378","20767"
"8378","87480"
"8378","79684"
"8724","79684"
"7139","42663"
"7139","29589"
"7139","33893"
"7139","12044"
"9437","68070"
"2381","68070"
"8566","68070"
"9437","26878"
"2267","26878"
"1539","17856"
"1539","32151"
"1539","39288"
"1539","25581"
"5131","25581"
"1539","51713"
"1539","22779"
"1539","33702"
"1539","10861"
"1539","72696"
"1539","55468"
"1539","21814"
"1540","74057"
"2215","74057"
"5613","74057"
"5068","74057"
"1540","35290"
"1540","10859"
"7741","10859"
"1540","30518"
"9354","30518"
"1540","46015"
"1540","64547"
"5933","64547"
"1540","37435"
"1540","61532"
"6790","84484"
"3277","84484"
"6417","84484"
"6790","62389"
"8157","62389"
"6790","42785"
"6790","32446"
"3120","32446"
"6790","57004"
"6790","28437"
"3488","28437"
"5738","25703"
"5738","63394"
"9893","10376"
"9893","17857"
"1612","40921"
"7722","40921"
"4818","40921"
"1612","84183"
"1612","73716"
"1612","27766"
"1612","49309"
"4818","49309"
"1612","33734"
"5389","33734"
"6247","33734"
"2535","33734"
"1612","66242"
"1612","18898"
"7722","18898"
"1612","81739"
"7722","81739"
"5389","41456"
"5941","41456"
"5389","54219"
"4912","54219"
"5941","54219"
"5389","34657"
"9869","34657"
"5389","26932"
"9869","26932"
"7066","26932"
"5389","18107"
"5389","81402"
"5389","45965"
"6150","10176"
"7893","10176"
"6150","66660"
"6150","82207"
"6150","51864"
"6448","51864"
"6150","74566"
"6150","41998"
"6150","69428"
"4131","69428"
"6150","88127"
"6150","90013"
"6247","90013"
"2535","90013"
"8880","81379"
"8880","28367"
"8880","74661"
"8880","13164"
"2535","13164"
"8880","68734"
"8880","47152"
"8880","74155"
"7893","74155"
"3284","74155"
"8243","46111"
"8243","71054"
"7883","71054"
"8243","87381"
"8243","82611"
"7694","82611"
"8243","75494"
"8243","55375"
"6448","55375"
"8243","11772"
"8243","55859"
"8243","52940"
"8148","52940"
"8243","89772"
"3754","13122"
"4657","12039"
"4657","53988"
"4657","30233"
"4657","16466"
"7761","87023"
"7761","51307"
"9411","72042"
"9411","54490"
"9411","27622"
"9411","69707"
"9411","36099"
"5077","36099"
"9411","34692"
"9411","87817"
"9411","39488"
"4189","14663"
"9789","27915"
"9789","55094"
"9789","90722"
"9789","19191"
"9789","95872"
"9789","97801"
"9789","46375"
"9789","27148"
"8503","68509"
"8503","82827"
"8503","21354"
"6124","21354"
"2632","21354"
"6250","21354"
"8503","15888"
"8503","76068"
"7234","66033"
"7234","34817"
"7234","98619"
"6914","98619"
"7234","80532"
"7234","87105"
"9408","26544"
"9408","69282"
"9408","16881"
"9408","38851"
"9408","41517"
"4050","30163"
"6830","30163"
"2353","30163"
"2812","30163"
"4626","30163"
"3099","30163"
"5752","30163"
"6341","30163"
"3766","30163"
"2871","30163"
"9243","30163"
"7411","30163"
"2362","30163"
"7746","30163"
"8309","30163"
"3267","30163"
"8908","30163"
"6026","30163"
"2293","30163"
"7559","30163"
"3799","30163"
"6927","30163"
"2148","30163"
"4094","30163"
"2713","30163"
"3368","30163"
"4832","30163"
"2541","30163"
"4945","30163"
"6465","30163"
"9092","30163"
"3225","30163"
"3473","30163"
"3912","30163"
"5224","30163"
"8442","30163"
"2893","30163"
"4031","30163"
"6595","30163"
"1920","30163"
"8716","30163"
"1617","30163"
"1807","30163"
"7013","30163"
"5458","30163"
"7704","30163"
"2989","30163"
"3179","30163"
"9468","30163"
"9186","30163"
"9281","30163"
"6980","30163"
"6970","30163"
"6026","52584"
"2293","52584"
"6026","46952"
"2293","46952"
"6026","73023"
"2293","73023"
"7542","70109"
"7638","70109"
"5946","70109"
"5505","70109"
"7542","20484"
"7542","33731"
"9497","33731"
"7542","91426"
"7542","56755"
"7542","27619"
"7542","47613"
"7542","56797"
"7542","82213"
"7542","84480"
"7542","47747"
"7542","58908"
"7542","23648"
"7542","47608"
"5610","14029"
"6567","14029"
"6298","14029"
"5282","14029"
"2571","14029"
"5610","58894"
"5610","29197"
"5610","62877"
"5610","39760"
"5610","77632"
"5886","94317"
"5585","94317"
"3428","94317"
"4697","94317"
"5195","94317"
"1576","94317"
"7787","94317"
"9281","94317"
"5886","80313"
"3769","80313"
"6893","61043"
"5492","61043"
"4125","61043"
"6893","98168"
"6893","13196"
"6893","17466"
"6893","13517"
"6893","99499"
"9008","71612"
"9233","60142"
"9258","60142"
"2807","60142"
"9233","32715"
"9233","99494"
"9233","51812"
"9233","77823"
"9233","55881"
"9233","32184"
"9233","73883"
"9233","51754"
"9233","15100"
"9233","79814"
"7875","19290"
"7875","58702"
"7711","58702"
"7875","89502"
"7875","24546"
"7875","43108"
"7875","12364"
"7875","40028"
"7875","89600"
"7875","81451"
"3288","81451"
"7875","77590"
"4658","95420"
"4810","95420"
"4658","58161"
"4658","96441"
"1690","96441"
"4658","81966"
"4658","39448"
"4658","81720"
"2681","81720"
"4658","20069"
"4204","30658"
"4204","47624"
"4664","47624"
"3349","47624"
"4204","54706"
"4204","24720"
"4204","79446"
"4204","85576"
"7979","53908"
"7979","87275"
"3352","87275"
"4745","87275"
"7979","51917"
"7979","85899"
"7979","55075"
"7979","87448"
"7979","62295"
"7979","32676"
"7979","58075"
"3329","32919"
"3329","85666"
"3329","75798"
"3329","74880"
"6800","74880"
"7849","74880"
"2858","17289"
"2858","62124"
"5032","62124"
"2858","79383"
"2858","95056"
"6592","95056"
"2858","24267"
"4333","24267"
"2858","17769"
"2205","17769"
"2858","36884"
"5371","36884"
"2858","54256"
"2858","56468"
"7780","56468"
"2858","48994"
"2858","40686"
"2858","81109"
"6118","81109"
"8462","91906"
"8462","59441"
"8462","79445"
"3142","79445"
"8462","93228"
"2510","93228"
"8462","22094"
"3080","74744"
"6049","74744"
"3080","28719"
"4367","28719"
"3080","62583"
"6859","62583"
"3080","76512"
"3080","84865"
"6197","84865"
"3080","41453"
"7457","82774"
"7457","66796"
"2030","66796"
"7457","44867"
"7457","59581"
"7457","46359"
"7457","75992"
"7758","75992"
"7457","84337"
"7457","30899"
"6506","64423"
"5517","64423"
"8985","79025"
"8985","63806"
"6277","68521"
"6277","33039"
"6277","83039"
"8886","83039"
"6277","69915"
"6277","96972"
"6415","96972"
"6277","39814"
"6277","63348"
"6277","73358"
"7306","73358"
"1891","73358"
"4078","83745"
"4078","71177"
"6909","71177"
"4078","89435"
"4078","76625"
"4078","56110"
"6909","56110"
"2166","51778"
"2166","20234"
"2166","97225"
"4928","97225"
"2166","44227"
"2166","91887"
"5014","91887"
"2166","34138"
"2166","99498"
"2166","67829"
"4934","41510"
"2811","41510"
"4934","49965"
"4934","75326"
"4934","41897"
"4934","29373"
"4934","64321"
"4934","15373"
"4934","82503"
"9626","75193"
"9626","75285"
"6581","75285"
"6583","75285"
"9626","82048"
"9626","44118"
"9626","83444"
"9626","46021"
"9626","11637"
"9626","69575"
"9626","81175"
"9626","83239"
"9626","17912"
"6310","76563"
"6310","61194"
"6310","72826"
"6310","10371"
"6310","63646"
"6310","36579"
"6310","97180"
"6110","70024"
"4010","57859"
"7680","57859"
"5995","57859"
"4010","85852"
"2973","85852"
"4010","97558"
"4010","93156"
"5151","38615"
"5151","48954"
"5151","98081"
"5151","23191"
"6759","68301"
"6759","47055"
"6759","85322"
"6759","41622"
"3277","46694"
"3277","28412"
"8389","28412"
"4506","28412"
"3277","38636"
"3277","54539"
"3277","54926"
"3277","96474"
"4388","78478"
"2510","78478"
"4388","59419"
"4388","79868"
"4388","21276"
"9400","21276"
"4388","35858"
"7701","35858"
"8828","35858"
"7470","71518"
"3482","71518"
"7470","27471"
"7470","46016"
"3368","46016"
"9743","62721"
"9743","33901"
"5314","33901"
"9743","51536"
"9743","21941"
"9743","50244"
"9743","51429"
"9702","51429"
"9743","98665"
"9743","91130"
"9743","41291"
"2237","42150"
"2237","46090"
"2237","52917"
"4786","52917"
"2237","46916"
"2237","98232"
"2237","41868"
"2237","82646"
"2237","84105"
"6990","84105"
"4021","93136"
"8324","77090"
"7902","77090"
"6152","77090"
"8324","96903"
"8601","96903"
"8324","82686"
"8324","52216"
"7189","31651"
"7189","52898"
"7189","34028"
"7189","84343"
"7189","48424"
"7189","87900"
"7189","78364"
"7189","91509"
"7189","64267"
"7189","96248"
"9248","79356"
"4255","16116"
"4246","16116"
"2226","16116"
"8864","16116"
"4055","16116"
"4255","86367"
"3082","86367"
"4255","15653"
"4255","91202"
"4255","50773"
"4255","89832"
"3398","89832"
"4255","90927"
"4255","84774"
"8194","84774"
"4255","28818"
"6323","28818"
"8395","31998"
"7434","71874"
"7434","90132"
"7434","81680"
"7434","72997"
"3586","72997"
"7434","63708"
"7434","21954"
"7434","53627"
"7434","64957"
"7434","32497"
"8904","32497"
"2385","32497"
"7434","76962"
"5378","76962"
"2578","76962"
"9429","53368"
"9429","74309"
"3765","74309"
"9429","31646"
"9429","80498"
"2627","80498"
