"Mid","Aid"
"1596","93016"
"2785","93016"
"5842","42437"
"5842","11258"
"5842","16295"
"5842","79617"
"5842","85135"
"2518","41675"
"2518","79925"
"9942","79925"
"2518","92183"
"2518","53503"
"2518","73479"
"2518","56986"
"2518","55742"
"9801","55742"
"2518","78872"
"3519","32765"
"3519","83151"
"5452","83151"
"8035","83151"
"4136","83151"
"2973","83151"
"3519","64279"
"6056","64279"
"2935","64279"
"8142","64279"
"4574","64279"
"8291","64279"
"5525","64279"
"3519","64246"
"5423","47887"
"2042","23830"
"9256","23830"
"7790","23830"
"2042","89292"
"4687","89292"
"9247","89292"
"9116","89292"
"2042","58549"
"2042","73080"
"2024","73080"
"6742","14746"
"9256","14746"
"8808","14746"
"1834","14746"
"4946","14746"
"7108","14746"
"1740","14746"
"6788","14746"
"6742","76348"
"9256","76348"
"7608","76348"
"5829","76348"
"4363","76348"
"9497","76348"
"4207","76348"
"6742","80401"
"9256","80401"
"7813","80401"
"1748","80401"
"7030","80401"
"1648","80401"
"2848","80401"
"8790","80401"
"9470","80401"
"6742","99160"
"9256","99160"
"1951","99160"
"6119","99160"
"7237","99160"
"6742","84244"
"2024","84244"
"5685","84244"
"6742","65784"
"5984","65784"
"4463","65784"
"6767","65784"
"9305","65784"
"2026","65784"
"6742","60154"
"9256","60154"
"8717","60154"
"6742","64147"
"9256","64147"
"9731","72141"
"9731","55908"
"9731","23373"
"9731","60183"
"9731","57334"
"1795","91178"
"4883","91178"
"5984","91178"
"9805","91178"
"6767","91178"
"7502","91178"
"3985","91178"
"3111","91178"
"1795","32614"
"9809","32614"
"1795","57623"
"5984","57623"
"1795","41694"
"1795","19643"
"1795","68735"
"1795","42873"
"1795","39480"
"1795","19713"
"6643","48799"
"7600","48799"
"6643","10593"
"7600","10593"
"6643","95928"
"7600","95928"
"6643","91576"
"7600","91576"
"6643","22490"
"7600","22490"
"6643","38405"
"7600","38405"
"6643","33543"
"7600","33543"
"2286","33543"
"6643","33701"
"6643","92731"
"7600","92731"
"6643","11582"
"5709","11582"
"6643","73702"
"7600","73702"
"6643","22538"
"1915","22538"
"3964","22538"
"7352","11697"
"3608","11697"
"7772","11697"
"7352","40569"
"3608","40569"
"4691","40569"
"7352","59145"
"6655","59145"
"3608","59145"
"1787","59145"
"7352","84129"
"6409","84129"
"7352","71138"
"1934","71138"
"3608","71138"
"3834","71138"
"7352","78358"
"3749","78358"
"7352","99860"
"6515","99860"
"5609","99860"
"4325","99860"
"3968","99860"
"2787","99860"
"2372","99860"
"7352","92196"
"7352","22706"
"7352","35732"
"8785","35732"
"8204","35732"
"3239","35732"
"2203","35732"
"3608","35732"
"7638","35732"
"9258","35732"
"2807","35732"
"2973","35732"
"7352","47496"
"7352","25495"
"7465","25495"
"7352","35311"
"7352","72811"
"7352","51423"
"7352","51875"
"7352","43471"
"1786","43471"
"7585","43471"
"8601","43471"
"7352","81568"
"3429","52598"
"3429","65872"
"3429","62730"
"6056","47883"
"7813","47883"
"6056","67397"
"9162","67397"
"8727","67397"
"3331","67397"
"6583","67397"
"2841","67397"
"6056","37001"
"5685","37001"
"8806","37001"
"5808","37001"
"3053","37001"
"6056","60011"
"9087","60011"
"6056","73938"
"7419","73938"
"7469","73938"
"5412","73938"
"4197","73938"
"9610","73938"
"6056","30521"
"2753","30521"
"3917","30521"
"6056","49786"
"6056","96177"
"4581","96177"
"6056","95507"
"6056","11462"
"4172","11462"
"9874","11462"
"6056","26318"
"2597","26318"
"1714","26318"
"6056","55559"
"6056","44934"
"7701","44934"
"5242","44934"
"2263","40901"
"2263","59074"
"2263","90660"
"2263","41376"
"2263","67976"
"2263","17454"
"2263","11027"
"2263","22303"
"4288","22303"
"2263","82772"
"7065","13391"
"2322","13391"
"3317","13391"
"8788","13391"
"7065","29827"
"7065","27129"
"7065","46302"
"9349","47222"
"3176","47222"
"9825","47222"
"2973","47222"
"9349","47370"
"1834","47370"
"9825","47370"
"8342","47370"
"3712","47370"
"8983","47370"
"9349","61112"
"4215","61112"
"6351","61112"
"2227","61112"
"7701","61112"
"7143","61112"
"9349","82784"
"5306","82784"
"2297","82784"
"4946","82784"
"3538","82784"
"4215","82784"
"9349","81205"
"9349","85424"
"9349","93619"
"4883","93619"
"9674","93619"
"3233","13945"
"1834","13945"
"6436","13945"
"6748","13945"
"3053","13945"
"3233","37885"
"2663","37885"
"1977","37885"
"3350","37885"
"3233","22948"
"9096","22948"
"5344","22948"
"3522","22948"
"2048","22948"
"3233","11841"
"8916","11841"
"3233","15033"
"3233","23878"
"3233","53306"
"3233","83585"
"9809","87162"
"1720","87162"
"7354","87162"
"7508","87162"
"5167","87162"
"9809","56841"
"4687","56841"
"3502","56841"
"7136","56841"
"2973","56841"
"1564","56841"
"1690","56841"
"9809","72266"
"9981","72266"
"3963","72266"
"7032","72266"
"9719","72266"
"9809","38080"
"7363","38080"
"9063","38080"
"9809","77096"
"9809","96320"
"9809","29406"
"9809","17179"
"2418","17179"
"9809","76597"
"7061","76597"
"9569","76597"
"4374","76597"
"9809","23135"
"9809","72642"
"6909","72642"
"1621","99063"
"7670","99063"
"5453","99063"
"8790","99063"
"5211","99063"
"1621","85296"
"1621","77329"
"1621","81081"
"1621","23903"
"1621","92881"
"1621","96355"
"5610","96355"
"3187","96355"
"4546","66834"
"4546","23594"
"4546","31659"
"4546","99633"
"4546","46259"
"4546","20158"
"4546","69295"
"4546","74385"
"1997","73227"
"1997","17133"
"1997","21934"
"1997","42753"
"1997","50112"
"1997","97560"
"2542","33717"
"3375","33717"
"9261","33717"
"8055","33717"
"2309","33717"
"2542","88606"
"6351","88606"
"2542","74533"
"2542","74638"
"8939","74638"
"9436","74638"
"2542","28749"
"7511","28749"
"7479","28749"
"2542","20649"
"3421","20649"
"1851","20649"
"2542","27694"
"2542","47812"
"2542","14833"
"1875","57657"
"3894","57657"
"1875","22459"
"4231","22459"
"1875","87174"
"8352","87174"
"2431","87174"
"1875","27704"
"1875","14724"
"1875","24767"
"2537","24767"
"8761","24767"
"3593","24767"
"6961","24767"
"6902","24767"
"5995","24767"
"6061","53134"
"6061","96346"
"6061","93762"
"6061","60112"
"6061","74460"
"6061","37292"
"6061","56397"
"6061","41266"
"9807","14909"
"7318","14909"
"9807","51751"
"9807","63896"
"7600","30030"
"7600","77535"
"7600","32240"
"7600","78501"
"1639","78501"
"2383","78501"
"7600","64112"
"4040","64112"
"8654","64112"
"9245","64112"
"4233","78893"
"4233","82332"
"4233","13384"
"4233","63039"
"4233","98705"
"4233","80386"
"4233","49204"
"4233","61872"
"2418","26102"
"4946","26102"
"4185","26102"
"2341","26102"
"4729","26102"
"2418","81617"
"6253","81617"
"9909","81617"
"8757","81617"
"2418","47435"
"2418","23196"
"5178","23196"
"5002","23196"
"2418","42339"
"2418","39111"
"5984","39111"
"2418","75895"
"2418","17299"
"9973","98917"
"3053","98917"
"6152","98917"
"5925","98917"
"9973","36952"
"3791","36952"
"9973","77391"
"4319","77391"
"8757","77391"
"9303","77391"
"2774","77391"
"9973","33291"
"9973","26301"
"9973","44870"
"9973","21443"
"9973","96295"
"2132","96295"
"5663","96295"
"9973","61007"
"2986","27312"
"6425","27312"
"1834","27312"
"2867","27312"
"4172","27312"
"2986","15739"
"4454","15739"
"2380","15739"
"4172","15739"
"5295","15739"
"2986","60442"
"7816","60442"
"4174","60442"
"2986","64852"
"2986","61145"
"5584","61145"
"9162","61145"
"5221","61145"
"2986","46964"
"2986","48204"
"2986","98872"
"2986","80330"
"6197","80330"
"7608","44394"
"7469","44394"
"5412","44394"
"7608","74361"
"4649","74361"
"9497","74361"
"7608","48080"
"7237","48080"
"7608","10299"
"8825","10299"
"4649","10299"
"8413","10299"
"6961","10299"
"9171","10299"
"6417","10299"
"7608","39117"
"1823","39117"
"8057","39117"
"5993","39117"
"5557","39117"
"6437","39117"
"7608","14259"
"7342","14259"
"1832","14259"
"7608","51140"
"6747","37305"
"1897","37305"
"6747","70098"
"6909","70098"
"6747","65524"
"6747","54144"
"9336","54144"
"6747","88952"
"6747","91215"
"6747","46299"
"6747","25380"
"2017","25380"
"6747","59626"
"7498","29859"
"6610","29859"
"7498","49132"
"7963","49132"
"7643","49132"
"7498","50505"
"7417","50505"
"7498","74754"
"9411","74754"
"5282","74754"
"7498","13906"
"9801","30345"
"9801","52888"
"9801","76043"
"9801","75076"
"9801","59496"
"9801","65484"
"9801","69281"
"7160","53829"
"7160","80767"
"7160","18878"
"7160","28305"
"7160","85312"
"7160","37543"
"7584","36077"
"3334","36077"
"5800","36077"
"7584","77546"
"6462","77546"
"8878","77546"
"5162","77546"
"9883","77546"
"7485","77546"
"7584","41438"
"5361","41438"
"6462","41438"
"7584","34875"
"7584","42166"
"7584","49153"
"7584","41567"
"2865","82134"
"2865","68132"
"2865","21961"
"2865","22544"
"2865","17501"
"2865","17740"
"2865","49605"
"2865","59608"
"2865","58756"
"6172","62136"
"6172","37628"
"6172","37110"
"6172","82405"
"9468","82405"
"6172","59061"
"6172","79930"
"3099","79930"
"6172","59135"
"6172","58979"
"6172","59227"
"8524","22017"
"8524","36194"
"8524","66550"
"4322","66550"
"7077","66550"
"9441","66550"
"4767","66550"
"7882","66550"
"3912","66550"
"7873","66550"
"3004","66550"
"6897","66550"
"8240","66550"
"6935","66550"
"2090","66550"
"6652","66550"
"8524","31508"
"9090","31508"
"2353","99443"
"2353","57961"
"2353","16982"
"2353","40325"
"2353","19121"
"2353","66494"
"2024","67698"
"9028","67698"
"6037","67698"
"2973","67698"
"2024","42329"
"3917","42329"
"7854","42329"
"8983","42329"
"2024","27218"
"1696","27218"
"2024","97763"
"8283","97763"
"6333","97763"
"6119","97763"
"2024","53922"
"2024","53121"
"6771","53121"
"2981","53121"
"3313","94296"
"8349","94296"
"9730","94296"
"3313","38697"
"6912","38697"
"1787","38697"
"1633","38697"
"3313","30495"
"7201","30495"
"3795","30495"
"8704","30495"
"3313","25531"
"8204","25531"
"5519","25531"
"9297","25531"
"4391","25531"
"2837","25531"
"3442","25531"
"8038","25531"
"3824","25531"
"3313","96660"
"2297","96660"
"6534","96660"
"3313","33367"
"3313","54583"
"8411","71494"
"4559","71494"
"7240","71494"
"3799","71494"
"6967","71494"
"2713","71494"
"7797","71494"
"7798","71494"
"4125","71494"
"8411","94428"
"1794","94428"
"7896","94428"
"8411","57962"
"9858","57962"
"4789","57962"
"7455","57962"
"6081","57962"
"8053","57962"
"2362","57962"
"2248","57962"
"7763","57962"
"6272","57962"
"3611","57962"
"6967","57962"
"2713","57962"
"9216","57962"
"9370","57962"
"3095","57962"
"9267","57962"
"2606","57962"
"3181","57962"
"2183","57962"
"9373","57962"
"8881","57962"
"7896","57962"
"2724","57962"
"2393","57962"
"7010","57962"
"1738","57962"
"8411","14636"
"9372","14636"
"7356","14636"
"8701","14636"
"4094","14636"
"5288","14636"
"2632","14636"
"8437","14636"
"7896","14636"
"4148","14636"
"8411","23674"
"4115","23674"
"1716","23674"
"2662","23674"
"8739","23674"
"9325","23674"
"8843","23674"
"2606","23674"
"3181","23674"
"3616","23674"
"3037","23674"
"8411","17086"
"7225","17086"
"1941","17086"
"8083","17086"
"7074","17086"
"4767","17086"
"6927","17086"
"8160","17086"
"4329","17086"
"9228","17086"
"4148","17086"
"8411","95557"
"6770","95557"
"9567","95557"
"7356","95557"
"6675","95557"
"9035","95557"
"2339","95557"
"3989","55011"
"7562","55011"
"7411","55011"
"6675","55011"
"9727","55011"
"7576","55011"
"6513","55011"
"9874","55011"
"2303","55011"
"8210","55011"
"7478","55011"
"3989","61358"
"4532","61358"
"7580","61358"
"3902","61358"
"2112","61358"
"3989","96269"
"7225","96269"
"7370","96269"
"9512","96269"
"7576","96269"
"8977","96269"
"7478","96269"
"8768","96269"
"9766","96269"
"3989","63151"
"3989","17799"
"3989","97706"
"3989","78597"
"8993","60803"
"8993","66375"
"1885","66375"
"4767","66375"
"1985","66375"
"7334","66375"
"8993","91997"
"9364","91997"
"7924","91997"
"8993","77457"
"1985","77457"
"7485","77457"
"8993","45831"
"8993","53916"
"3334","53916"
"1716","53916"
"9426","53916"
"9058","53916"
"1617","53916"
"8993","20646"
"8993","84112"
"8993","72545"
"9437","72545"
"1607","79253"
"1607","97772"
"8503","97772"
"1607","92813"
"1607","28082"
"1607","18576"
"5636","21879"
"4789","21879"
"9159","21879"
"6081","21879"
"1941","21879"
"4322","21879"
"7599","21879"
"3668","21879"
"2591","21879"
"7492","21879"
"4765","21879"
"2713","21879"
"7882","21879"
"9426","21879"
"7103","21879"
"3181","21879"
"2339","21879"
"3343","21879"
"7787","21879"
"5636","89467"
"2089","89467"
"8025","89467"
"2893","89467"
"5617","89467"
"2103","89467"
"5636","54076"
"3552","54076"
"1913","54076"
"7383","54076"
"5636","24417"
"5232","24417"
"4115","24417"
"5284","24417"
"5617","24417"
"5909","24417"
"5636","41235"
"5636","33359"
"7074","33359"
"5636","42300"
"5636","30592"
"5636","77671"
"2401","77671"
"8637","77671"
"3644","86874"
"5685","86874"
"4267","86874"
"6899","38172"
"8747","38172"
"6899","44230"
"7746","44230"
"6899","13879"
"8747","13879"
"6899","89925"
"6899","68669"
"5361","85545"
"5361","56353"
"5361","35081"
"3657","35081"
"1705","35081"
"4011","35081"
"5361","77148"
"5361","43717"
"8444","23652"
"8444","53965"
"4753","53965"
"7485","53965"
"8444","43313"
"8444","41344"
"3784","41344"
"1751","41344"
"6462","41344"
"3657","41344"
"6276","41344"
"9322","41344"
"7766","41344"
"8444","35228"
"3555","35228"
"5090","35228"
"1885","35228"
"7255","35228"
"4753","35228"
"6276","35228"
"7766","35228"
"2907","35228"
"8444","17846"
"8444","40936"
"5720","48156"
"5720","33076"
"7199","33076"
"5720","38416"
"5720","84461"
"5720","35352"
"5720","83352"
"5720","85558"
"5720","65143"
"5720","97934"
"5720","38594"
"4517","37652"
"8391","37652"
"4517","72581"
"4517","97697"
"5934","42848"
"4765","42848"
"6063","42848"
"9373","42848"
"9035","42848"
"7478","42848"
"8240","42848"
"7704","42848"
"4442","42848"
"5934","98280"
"2362","98280"
"7240","98280"
"9456","98280"
"7763","98280"
"6764","98280"
"7704","98280"
"8200","98280"
"5934","50939"
"5934","61309"
"9291","61309"
"9126","61309"
"4493","61309"
"1742","61309"
"9586","61309"
"5934","56003"
"5752","56003"
"8083","56003"
"5934","33504"
"3921","33504"
"5934","38232"
"3555","92838"
"3555","75768"
"3555","56999"
"1751","56999"
"3555","32884"
"5800","32884"
"3555","31639"
"1895","95419"
"2311","95419"
"4271","95419"
"2591","95419"
"3264","95419"
"7072","95419"
"8823","95419"
"3181","95419"
"2183","95419"
"8566","95419"
"5094","95419"
"6485","95419"
"4565","95419"
"1895","82298"
"1895","53628"
"9657","53628"
"1895","15642"
"6955","15642"
"3738","15642"
"9657","15642"
"2187","15642"
"1895","66552"
"2277","66552"
"2154","66552"
"1895","93620"
"1895","78667"
"1895","24617"
"1895","22915"
"4006","69387"
"1643","69387"
"4377","69387"
"2397","69387"
"7394","69387"
"1953","69387"
"9149","69387"
"8704","69387"
"3334","69806"
"7924","69806"
"3334","98926"
"7334","98926"
"3334","91015"
"3334","31378"
"9207","31378"
"3334","23766"
"5232","32554"
"5232","12031"
"4789","12031"
"1716","12031"
"2362","12031"
"7896","12031"
"9899","12031"
"5232","38667"
"5232","18070"
"5752","18070"
"5232","91588"
"9170","91588"
"5232","96219"
"5476","96219"
"2444","96219"
"9281","96219"
"6753","37164"
"3829","37164"
"8080","37164"
"4559","37164"
"2034","37164"
"6485","37164"
"6753","84796"
"9424","84796"
"8145","84796"
"3343","84796"
"6772","84796"
"6753","20359"
"4789","20359"
"4559","20359"
"8701","20359"
"8210","20359"
"6753","89986"
"4789","89986"
"4031","89986"
"3343","89986"
"6753","86458"
"1837","86458"
"5886","86458"
"9325","86458"
"4173","86458"
"8915","86458"
"5433","86458"
"8637","86458"
"6753","63732"
"9230","63732"
"6753","94748"
"8025","94748"
"9858","61386"
"8085","61386"
"9858","72515"
"9858","48855"
"4789","56705"
"6313","56705"
"4559","56705"
"7559","56705"
"8701","56705"
"2046","56705"
"7763","56705"
"2713","56705"
"6772","56705"
"8637","56705"
"4789","29697"
"1751","22071"
"1751","49801"
"1751","83159"
"1751","68456"
"4003","86377"
"6681","86377"
"8881","86377"
"4003","91618"
"6038","91618"
"4003","86954"
"3568","86954"
"4535","86954"
"4003","78468"
"4003","18050"
"3351","18050"
"6046","18050"
"4003","57075"
"4003","16093"
"2507","16093"
"3568","81216"
"3568","56389"
"5090","93123"
"1942","93123"
"5090","74786"
"9364","74786"
"7485","74786"
"5090","44974"
"7524","44974"
"1716","44974"
"9883","44974"
"5090","55172"
"1885","55172"
"6165","55172"
"7337","55172"
"5800","55172"
"7233","55172"
"2907","55172"
"6462","13662"
"6462","29605"
"6462","19236"
"1705","19236"
"6462","70817"
"7337","70817"
"6462","94470"
"7233","94470"
"3845","72690"
"3845","78231"
"4442","78231"
"3845","34395"
"3845","51564"
"5796","51564"
"9606","51564"
"4626","51564"
"3544","51564"
"7264","51564"
"5392","51564"
"5847","51564"
"3845","85191"
"3845","49010"
"6396","37845"
"5906","37845"
"2704","37845"
"5476","37845"
"9746","37845"
"6396","98221"
"6396","21570"
"6396","51764"
"6396","95718"
"6396","91827"
"9725","91827"
"4878","91827"
"6180","91827"
"1920","91827"
"7225","91320"
"4907","91320"
"6755","91320"
"2834","91320"
"5617","91320"
"7873","91320"
"7225","50078"
"7225","50555"
"3097","50555"
"6088","50555"
"3497","50555"
"7103","50555"
"5224","50555"
"8463","50555"
"7225","36990"
"1837","36990"
"4493","36990"
"2506","36990"
"8285","36990"
"9373","36990"
"2540","36990"
"7225","26357"
"2540","26357"
"4432","26357"
"7225","53023"
"7225","22277"
"2303","22277"
"9373","22277"
"7776","96719"
"1632","96719"
"4629","96719"
"3536","96719"
"1846","96719"
"1813","96719"
"5130","96719"
"9767","96719"
"1764","96719"
"7776","18058"
"1632","18058"
"3536","18058"
"9767","18058"
"1764","18058"
"7776","88385"
"1632","88385"
"3299","88385"
"5213","88385"
"2490","88385"
"3536","88385"
"1846","88385"
"9767","88385"
"1764","88385"
"7776","94699"
"5213","94699"
"1746","94699"
"1956","94699"
"2490","94699"
"3536","94699"
"6806","94699"
"1764","94699"
"1632","60911"
"9903","82336"
"9903","63403"
"7037","63403"
"8003","63403"
"4589","63403"
"6722","63403"
"9903","19858"
"9903","19363"
"9903","10717"
"2696","10717"
"9903","60523"
"4933","60523"
"9903","59934"
"9903","74795"
"9903","19252"
"4862","19252"
"7201","19252"
"1642","19252"
"9470","19252"
"9903","37727"
"2709","37727"
"9858","83721"
"9725","83721"
"3140","83721"
"8303","83721"
"8085","83721"
"6546","83721"
"9725","71105"
"5796","71105"
"9725","45515"
"9725","28196"
"2893","28196"
"9725","36349"
"9725","93130"
"3140","77480"
"3140","22105"
"4562","22105"
"3140","75580"
"8643","75580"
"3140","52013"
"3140","74877"
"3140","84185"
"3140","87849"
"3140","59656"
"1885","70202"
"4753","70202"
"6276","70202"
"1885","64908"
"9364","64908"
"8151","86049"
"8151","85353"
"1705","85353"
"7337","85353"
"4067","85353"
"8151","95156"
"8151","36942"
"8151","40081"
"8151","96149"
"3301","80255"
"7659","80255"
"3301","56459"
"3301","24563"
"7659","24563"
"1789","51388"
"2269","29516"
"1826","29516"
"7470","29516"
"6046","29516"
"5204","29516"
"2269","80009"
"2269","70763"
"4442","70763"
"2269","98115"
"6546","98115"
"9286","98115"
"2269","49659"
"2269","90342"
"7255","77958"
"7255","16447"
"7255","81891"
"7255","35051"
"7255","57958"
"8999","92916"
"6764","92916"
"4945","92916"
"1742","92916"
"2595","92916"
"2989","92916"
"1869","92916"
"8999","11837"
"9606","11837"
"3486","11837"
"6772","11837"
"2401","82620"
"7798","82620"
"7873","82620"
"1913","82620"
"8048","82620"
"6355","82620"
"3011","82620"
"2401","98475"
"8672","98475"
"5582","98475"
"2662","98475"
"9657","98475"
"2401","84072"
"8442","84072"
"3657","31890"
"3657","72258"
"3657","47126"
"6165","95215"
"5800","95215"
"6165","39499"
"6165","56638"
"5800","56638"
"6165","50427"
"9155","27887"
"6827","27887"
"1862","27887"
"5901","27887"
"6673","27887"
"1751","27887"
"6462","27887"
"5796","27887"
"9372","27887"
"3610","27887"
"5582","27887"
"1719","27887"
"4562","27887"
"4651","27887"
"7077","27887"
"3511","27887"
"8890","27887"
"6514","27887"
"8210","27887"
"1920","27887"
"5796","94798"
"5796","38488"
"5796","99416"
"1986","99416"
"3766","99416"
"3544","99416"
"1986","52311"
"6095","52311"
"2757","52311"
"7737","52311"
"2541","52311"
"2451","52311"
"4516","52311"
"5494","52311"
"1986","51324"
"3544","51324"
"1986","89343"
"1986","22346"
"3064","22346"
"1986","29292"
"1986","55673"
"3766","55673"
"8908","55673"
"1986","83777"
"8878","48196"
"8878","75347"
"7485","75347"
"8878","66076"
"8878","80150"
"8878","55513"
"8878","44965"
"3552","20816"
"8053","20816"
"3552","89614"
"3552","25957"
"7562","25957"
"8303","25957"
"5795","25957"
"3552","80435"
"8303","80435"
"3552","48222"
"3552","45493"
"3552","14418"
"3552","10143"
"4012","76302"
"6860","76302"
"2746","76302"
"4837","76302"
"8030","76302"
"4137","76302"
"7469","76302"
"6822","76302"
"4012","22005"
"2295","22005"
"4012","62014"
"1893","62014"
"4012","89688"
"5859","89688"
"4012","20743"
"2176","20743"
"4012","35256"
"2165","35256"
"4012","87083"
"9706","35921"
"5657","35921"
"2216","35921"
"9803","35921"
"7992","35921"
"9100","35921"
"2673","35921"
"5934","35921"
"6396","35921"
"1885","35921"
"9606","35921"
"1628","35921"
"4644","35921"
"7507","35921"
"4121","35921"
"1837","35921"
"6276","35921"
"3544","35921"
"6394","35921"
"2362","35921"
"1723","35921"
"9173","35921"
"5435","35921"
"9789","35921"
"2046","35921"
"7240","35921"
"9456","35921"
"7763","35921"
"6764","35921"
"3858","35921"
"3368","35921"
"3855","35921"
"5267","35921"
"6761","35921"
"3225","35921"
"3912","35921"
"4102","35921"
"3004","35921"
"6914","35921"
"9770","35921"
"9657","35921"
"7704","35921"
"2989","35921"
"4445","35921"
"9586","35921"
"7383","35921"
"8200","35921"
"9606","29486"
"2871","29486"
"6675","29486"
"9695","29486"
"7240","29486"
"1553","29486"
"2506","29486"
"7896","29486"
"7787","29486"
"9606","50495"
"9606","66454"
"9606","96930"
"7313","47255"
"7599","47255"
"7313","41551"
"7313","91644"
"6969","91644"
"7313","43487"
"7313","53677"
"7313","49119"
"3099","49119"
"9567","49119"
"4192","49119"
"5602","49119"
"7848","49119"
"7077","49119"
"5973","49119"
"6202","49119"
"4767","49119"
"9172","49119"
"9456","49119"
"8820","49119"
"2662","49119"
"3057","49119"
"9533","49119"
"2276","49119"
"4094","49119"
"4697","49119"
"8975","49119"
"1713","49119"
"6385","49119"
"8423","49119"
"7136","49119"
"4125","49119"
"6897","49119"
"3221","49119"
"4535","49119"
"7896","49119"
"2090","49119"
"8749","49119"
"6013","49119"
"7313","19122"
"8975","19122"
"9457","19122"
"7313","99610"
"6149","99610"
"7074","99610"
"9159","89186"
"9135","89186"
"9159","57451"
"1941","57451"
"4322","57451"
"3316","57451"
"9170","57451"
"3181","57451"
"6602","57451"
"6935","57451"
"8906","57451"
"3011","57451"
"9159","18606"
"9159","99094"
"3902","99094"
"9159","94313"
"9159","92700"
"4753","44601"
"4753","24434"
"4753","57016"
"4753","69431"
"6708","55875"
"7380","55875"
"3326","55875"
"1977","55875"
"2973","55875"
"6708","59247"
"8892","59247"
"2325","59247"
"8518","59247"
"6708","97335"
"2325","97335"
"6708","69217"
"6708","59993"
"6708","94590"
"6708","73795"
"5278","73795"
"7354","73795"
"8225","73795"
"8518","73795"
"2973","73795"
"3958","73795"
"6708","62185"
"6708","19200"
"6708","99481"
"5278","99481"
"2325","99481"
"6708","32287"
"2920","99849"
"2920","59970"
"2595","59970"
"2920","75774"
"2920","41022"
"4185","41022"
"2183","41022"
"9035","41022"
"2920","57529"
"9757","57529"
"1669","57529"
"2920","43078"
"2407","20781"
"2407","28672"
"2407","65274"
"2407","59584"
"2407","92508"
"4423","92508"
"4934","92508"
"3734","92508"
"2407","41669"
"2407","13884"
"2407","80663"
"3080","80663"
"3734","80663"
"2407","43871"
"2407","81989"
"4862","43610"
"3169","43610"
"4862","60254"
"4964","60254"
"4736","60254"
"7380","60254"
"1740","60254"
"7643","60254"
"4862","99285"
"4862","50638"
"6400","50638"
"4862","51512"
"4862","73647"
"2286","73647"
"7300","73647"
"8072","73647"
"3299","52597"
"5213","52597"
"5785","52597"
"1746","52597"
"4629","52597"
"3299","32198"
"3299","30281"
"5213","82477"
"5213","13554"
"5213","76648"
"5213","15798"
"5785","48007"
"1956","48007"
"5160","48007"
"5785","88109"
"7819","88109"
"1813","88109"
"5785","97774"
"1746","97774"
"1746","77616"
"2490","77616"
"1746","18423"
"1746","43935"
"1746","97906"
"1746","77345"
"7758","77345"
"1746","37863"
"5721","37863"
"1746","39682"
"3861","73186"
"8853","73186"
"3861","57792"
"3861","62152"
"3861","42737"
"3861","10038"
"1730","10038"
"3861","32989"
"3861","25962"
"2937","25962"
"4280","25962"
"3861","78709"
"3861","93695"
"1956","75687"
"1956","59052"
"2490","59052"
"8667","59052"
"1956","19423"
"1956","72703"
"2490","46388"
"2380","46388"
"2490","60966"
"2490","82941"
"2490","52876"
"7819","52876"
"3536","52876"
"1846","52876"
"9767","52876"
"1764","52876"
"2490","96592"
"2490","15529"
"2490","41489"
"2490","65228"
"2490","32589"
"7819","29786"
"7819","53950"
"5721","53950"
"7819","78522"
"4629","54792"
"4629","20979"
"4629","15780"
"4629","39944"
"4629","17749"
"4629","41309"
"5721","85110"
"5721","15532"
"5721","83642"
"2082","81338"
"2082","31168"
"2082","79341"
"2082","27850"
"2082","13526"
"2082","54096"
"2082","93425"
"9669","91984"
"9669","26111"
"9669","26439"
"9669","17880"
"1550","17880"
"9669","12206"
"9669","33170"
"9669","26816"
"8487","26816"
"9669","88787"
"5068","88787"
"9106","88787"
"5778","34352"
"3434","34352"
"2571","34352"
"5778","18714"
"8757","18714"
"6333","18714"
"5778","81651"
"5778","62579"
"5778","57201"
"5778","38009"
"5778","99519"
"5778","37221"
"6177","37221"
"5778","58292"
"5778","53307"
"5778","33326"
"5778","52087"
"5778","48412"
"5778","61933"
"2146","45595"
"1706","45595"
"2146","22820"
"2146","56923"
"1813","56923"
"5506","93904"
"4231","23963"
"4231","92299"
"4231","97843"
"4231","83302"
"4231","35218"
"4231","54474"
"1991","16566"
"1991","27938"
"1991","38198"
"1991","34899"
"1991","17046"
"1991","50321"
"1991","40204"
"1991","59827"
"2350","59827"
"9005","59827"
"6118","59827"
"2807","59827"
"5306","14998"
"7256","14998"
"1874","14998"
"6925","14998"
"2905","14998"
"3232","14998"
"4810","14998"
"4796","14998"
"5306","24178"
"5146","24178"
"8246","24178"
"4129","24178"
"5306","80971"
"2286","80971"
"6657","80971"
"8278","80971"
"5375","80971"
"2373","80971"
"8179","80971"
"3026","80971"
"7136","80971"
"9551","80971"
"6469","80971"
"5306","49498"
"7469","49498"
"5412","49498"
"6416","49498"
"2373","49498"
"3412","49498"
"5306","42003"
"8853","47840"
"8853","39943"
"8853","30192"
"8853","69386"
"8853","38738"
"8853","25226"
"8853","56277"
"8853","98145"
"8853","28139"
"8853","48135"
"3118","48135"
"9394","48135"
"2522","48135"
"9270","48135"
"2430","48135"
"5095","48135"
"4280","48135"
"8853","15935"
"5986","15935"
"8853","17091"
"8853","96747"
"5085","76003"
"5085","37480"
"3119","37480"
"3363","37480"
"9394","37480"
"9270","37480"
"2430","37480"
"5095","37480"
"4280","37480"
"5085","94312"
"3363","94312"
"3118","94312"
"9270","94312"
"2430","94312"
